value,series
1078,Q9839
1190.4,Q9839
1389.2,Q9839
1547.2,Q9839
1661.5,Q9839
2056.3,Q9839
2313.6,Q9839
2441.1,Q9839
2709.8,Q9839
2759.3,Q9839
2918,Q9839
3236.3,Q9839
3572.7,Q9839
3721.7,Q9839
3845.9,Q9839
4191.9,Q9839
4380.1,Q9839
4634.2,Q9839
5108.3,Q9839
5570.1,Q9839
5690.5,Q9839
5901.7,Q9839
5740.6,Q9839
6514.1,Q9839
6928.4,Q9839
6818.3,Q9839
6759.1,Q9839
6830.2,Q9839
6722.8,Q9839
6956.4,Q9839
7553.6,Q9839
7572.1,Q9839
7915.6,Q9839
7982.3,Q9839
8027.2,Q9839
8284.3,Q9839
8630.7,Q9839
8858,Q9839
9224.5,Q9839
9549.8,Q9839
10151.2,Q9839
10121.3,Q9839
10581.1,Q9839
11269.8,Q9839
11689.4,Q9839
11875.6,Q9839
12338.5,Q9839
11973.9,Q9839
10698.2,Q9839
9997.5,Q9839
9421.5,Q9839
8090.1,Q9839
7563.3,Q9839
7904.9,Q9839
9574.1,Q9839
10583.1,Q9839
11266.4,Q9839
10867.1,Q9839
11072.5,Q9839
11177.9,Q9839
11371.8,Q9839
10852.8,Q9839
10196.9,Q9839
9703.6,Q9839
9771.5,Q9839
9368.7,Q9839
8705.2,Q9839
8925.4,Q9839
9353.4,Q9839
9138.7,Q9839
9681.9,Q9839
9966.1,Q9839
10180.9,Q9839
9996.8,Q9839
10419.9,Q9839
10728.2,Q9839
11372.1,Q9839
10801.2,Q9839
10585.6,Q9839
10968.1,Q9839
10832.6,Q9839
10686.9,Q9839
11016.1,Q9839
2433.5,W33
2341.7,W33
2333,W33
2346.6,W33
2196.9,W33
2229.9,W33
2244.5,W33
2008.2,W33
2653,W33
2292.2,W33
2339.7,W33
2172.6,W33
2096.7,W33
2024.6,W33
2059.5,W33
1947.7,W33
2302.2,W33
2257.2,W33
2188.4,W33
2080,W33
3174.3,W33
2633.6,W33
2442.2,W33
2227.3,W33
2120.5,W33
2129,W33
2048.6,W33
1875.2,W33
1851.7,W33
1938.4,W33
2139.8,W33
1915.8,W33
1884.8,W33
1972.4,W33
2305.8,W33
1911.2,W33
1996.6,W33
1990.5,W33
2322.4,W33
2224.6,W33
2463,W33
2280.6,W33
3057.8,W33
2767.8,W33
2488.5,W33
3318.4,W33
3764.9,W33
4908.8,W33
4188.4,W33
2441.8,W33
3055.9,W33
2897.6,W33
2142.1,W33
2055.7,W33
1963.3,W33
1968.9,W33
1797.1,W33
1748,W33
1651.6,W33
1867.9,W33
2467.7,W33
2080,W33
1685,W33
1979.5,W33
1852.8,W33
1647.9,W33
1635.6,W33
1534.6,W33
1851.5,W33
1830.6,W33
1841.7,W33
1677.7,W33
2367.3,W33
2290.1,W33
2097.6,W33
1719.4,W33
1649.7,W33
1602.8,W33
1447.1,W33
1394.2,W33
1433.9,W33
1482.4,W33
1272.8,W33
1462.7,W33
1370.7,W33
1419.8,W33
1718.8,W33
1406.3,W33
1478.2,W33
1605.2,W33
1692.5,W33
1749.7,W33
2146.7,W33
1950.5,W33
2564.3,W33
2376.8,W33
2054.6,W33
3069.7,W33
3319.4,W33
3879.7,W33
3756.1,W33
2372.8,W33
2430.9,W33
2404.3,W33
2188.7,W33
1685,W33
1774.7,W33
1744.7,W33
1741,W33
1596.6,W33
1558.3,W33
1571.5,W33
2030.1,W33
1746.9,W33
1560.5,W33
1424.5,W33
1523.4,W33
1484.2,W33
1577,W33
1715.1,W33
1485.9,W33
1745.5,W33
1541.7,W33
1515.1,W33
1537.4,W33
2093.6,W33
2221.8,W33
1715,W33
1588.3,W33
1540.4,W33
1375.3,W33
1359.7,W33
1274,W33
1259.4,W33
1200.2,W33
1290.7,W33
1210.8,W33
1243.9,W33
1574.5,W33
1322.1,W33
1425.1,W33
1448.6,W33
1758.7,W33
1808.8,W33
1491.7,W33
1740.1,W33
2326.5,W33
2313.3,W33
2158.2,W33
2584.4,W33
4273.6,W33
3504.5,W33
3322.4,W33
2083.1,W33
2075.9,W33
2008,W33
2010.7,W33
1890.2,W33
1694.1,W33
1729.5,W33
1831,W33
1670.3,W33
1548.2,W33
1634.4,W33
2145.1,W33
1593.6,W33
1417.9,W33
1508.7,W33
1781.2,W33
1953.5,W33
1900,W33
1637.3,W33
1495.5,W33
1869.8,W33
2051.9,W33
1873.4,W33
1853.7,W33
2573.8,W33
2352.7,W33
1856,W33
1729.1,W33
1793.8,W33
1544.6,W33
1506.1,W33
1468.5,W33
1566.9,W33
1465.6,W33
1531.3,W33
1558.1,W33
1617,W33
1980.8,W33
1551.8,W33
2096.5,W33
2021.5,W33
2081.8,W33
1793.6,W33
2237.6,W33
2447,W33
2742.3,W33
2639.5,W33
2577.1,W33
3357.5,W33
4216.1,W33
3258.1,W33
3941.6,W33
2519.7,W33
2367.1,W33
2358.6,W33
2300.5,W33
2064.4,W33
1949.5,W33
2136.1,W33
2142.2,W33
1913,W33
1835.4,W33
1816,W33
2448.2,W33
2107.3,W33
1867.5,W33
1748.5,W33
1894.5,W33
1778,W33
1801.4,W33
1855.2,W33
1782.9,W33
2153.2,W33
2022,W33
1969.3,W33
1856.1,W33
2838.5,W33
2615,W33
2077.7,W33
1873.3,W33
1898.1,W33
1855.3,W33
1675.4,W33
1957.1,W33
1988.6,W33
1934.4,W33
1816.4,W33
1762.1,W33
1771.8,W33
2090.2,W33
2217.3,W33
2106.9,W33
2242.6,W33
2384.7,W33
2513.1,W33
2398.1,W33
2786.3,W33
3095.1,W33
3203.2,W33
2777.1,W33
3512,W33
4179,W33
4095.9,W33
4843.9,W33
3971.5,W33
3021.9,W33
3136.2,W33
3173.1,W33
2760.5,W33
2472.9,W33
2640,W33
2732.9,W33
2414.2,W33
2385.8,W33
2540.1,W33
2599.5,W33
2694.9,W33
2324.8,W33
2452.1,W33
2451.1,W33
2306.4,W33
2058.8,W33
2135.2,W33
2034.5,W33
2440.1,W33
2452.3,W33
2323.1,W33
2192,W33
2838.8,W33
3209,W33
2327.7,W33
2073.3,W33
2149.5,W33
2001,W33
1849.5,W33
1935.2,W33
1948.1,W33
1915.1,W33
2071.9,W33
1896.3,W33
2010.5,W33
2167.7,W33
2427.3,W33
2089,W33
2230.7,W33
2235.4,W33
2689.2,W33
2546.1,W33
2744.5,W33
2474.6,W33
4076.4,W33
3439,W33
2996,W33
4712.3,W33
4073.4,W33
5350.4,W33
4032.1,W33
3088.7,W33
3065.8,W33
2794.5,W33
2530,W33
2459,W33
2337.7,W33
2386.8,W33
2377.8,W33
2349.3,W33
2169.8,W33
1900.7,W33
3093.4,W33
2190.2,W33
2336.6,W33
2241.1,W33
2222.3,W33
2051.5,W33
2145.4,W33
1985.3,W33
2301.8,W33
2393.1,W33
2322.5,W33
2027.3,W33
2133.9,W33
3258.1,W33
2439.9,W33
2079.6,W33
1960.2,W33
2048.3,W33
1833.4,W33
1866.5,W33
1751.5,W33
1854.9,W33
1664.9,W33
1771.9,W33
1733.5,W33
1833.8,W33
2177.7,W33
1714.1,W33
1889.1,W33
1923.4,W33
2353.4,W33
2173.6,W33
2196,W33
1824.5,W33
3113.7,W33
2416.4,W33
2663.5,W33
2611.8,W33
3652.5,W33
4546.8,W33
3142.3,W33
2311.5,W33
2173.6,W33
2174.5,W33
1928.4,W33
1906.1,W33
2115.6,W33
2066.7,W33
1893,W33
2077.7,W33
2277.9,W33
2038.4,W33
2370.2,W33
1903.7,W33
1688.1,W33
1620.7,W33
1653.2,W33
1639.4,W33
1705.4,W33
1725.1,W33
1714.5,W33
1842.5,W33
1891.4,W33
1844.2,W33
2002.9,W33
2143.5,W33
1973.2,W33
1616.5,W33
1524.7,W33
1609,W33
1476.8,W33
1527.9,W33
1482.9,W33
1519.2,W33
1342.1,W33
1520.5,W33
1502,W33
1744.7,W33
2053.5,W33
1558.4,W33
1731.4,W33
1720,W33
2191.1,W33
1790.4,W33
2112.6,W33
1630.7,W33
2741.4,W33
2442.5,W33
2293.4,W33
2506.7,W33
3649.1,W33
4004.1,W33
4083.5,W33
2612.5,W33
3657,W33
3141.2,W33
2095.2,W33
2545.4,W33
1963.5,W33
2150.2,W33
2434.1,W33
1963.1,W33
1784.9,W33
1777.8,W33
2438.4,W33
2100.8,W33
1960.6,W33
1725.4,W33
2178.1,W33
1740,W33
1774.6,W33
1724.3,W33
1656.3,W33
1757.6,W33
1858.4,W33
1988.6,W33
2025,W33
2492.3,W33
2081.4,W33
1700.8,W33
1624.6,W33
1732.2,W33
1545.7,W33
1521.5,W33
1473.2,W33
1588.8,W33
1409.3,W33
1466.7,W33
1456.7,W33
1484,W33
2006.8,W33
1500.5,W33
1682,W33
1656.5,W33
1946.6,W33
1610.2,W33
2113.9,W33
1753,W33
2982.7,W33
2570.5,W33
2365.3,W33
2560.4,W33
3713.7,W33
4352.2,W33
3665.8,W33
2516.7,W33
2565,W33
2361.8,W33
2770.2,W33
2244.4,W33
1851.2,W33
2110.4,W33
2048.3,W33
1899.5,W33
1810.8,W33
1749.6,W33
2560.4,W33
2070.2,W33
1971.6,W33
1832.6,W33
2157.3,W33
1906.9,W33
2030.1,W33
2001.3,W33
1836.6,W33
2187.3,W33
2382.7,W33
2041.9,W33
2016.6,W33
2731.2,W33
2552.7,W33
2021,W33
1795,W33
1895,W33
1728.1,W33
1579.6,W33
1644,W33
1721.2,W33
1662.1,W33
1726.9,W33
1603.1,W33
1606.8,W33
2363.8,W33
1810.3,W33
1942.7,W33
1902.9,W33
2262.1,W33
1982.4,W33
3216,W33
2223.6,W33
3351.9,W33
2698.9,W33
2892,W33
3358.3,W33
4121.4,W33
3608.2,W33
4098.9,W33
4928.1,W33
4323.3,W33
2901.8,W33
2787.9,W33
2191,W33
2049.1,W33
2164.7,W33
2171.4,W33
2244.8,W33
2145.7,W33
1913.6,W33
2104,W33
2326.9,W33
1937.8,W33
1745.7,W33
1933.4,W33
2051.4,W33
1791,W33
1812,W33
1760.7,W33
2194.1,W33
2064.9,W33
2036.5,W33
1916.8,W33
2168.4,W33
2472.7,W33
2058.7,W33
1752,W33
1703.2,W33
1646.5,W33
1549.2,W33
1493.8,W33
1424.4,W33
1501.4,W33
1585.5,W33
1512.9,W33
1461.2,W33
1686.3,W33
1974.1,W33
1514.9,W33
1790,W33
1741.4,W33
1943,W33
2002.6,W33
2199.3,W33
1817.1,W33
3114.5,W33
2607.5,W33
2687.7,W33
3730.2,W33
3289.8,W33
4133,W33
3394.6,W33
2509.6,W33
2422,W33
2124.1,W33
2073.3,W33
1852.4,W33
1835.4,W33
2075.9,W33
1848.4,W33
1651.6,W33
1653.4,W33
1985.6,W33
2185.8,W33
1782.5,W33
1721.9,W33
1657.1,W33
1815.3,W33
1628.7,W33
1623.9,W33
1503.7,W33
2068.9,W33
2186.9,W33
2024.1,W33
1645.8,W33
1943.5,W33
2265.9,W33
1707.2,W33
1616.3,W33
1503.6,W33
1658.4,W33
1751.4,W33
1609.8,W33
1686.6,W33
1427.3,W33
1536,W33
1428.2,W33
1385.7,W33
1557.4,W33
1786,W33
1504.5,W33
1685.8,W33
1831.8,W33
1995.1,W33
1941.9,W33
2282.9,W33
1912.4,W33
3085,W33
2467.4,W33
2323.4,W33
3422.6,W33
3869.3,W33
5248.8,W33
3742.5,W33
2570.8,W33
2514.7,W33
2443.9,W33
2168.5,W33
2022.9,W33
2102.2,W33
2286.6,W33
2167.6,W33
2114,W33
1772.4,W33
1770.6,W33
2258.4,W33
1988.2,W33
1750.3,W33
1739.3,W33
1895.8,W33
1872,W33
1701.9,W33
1589.7,W33
2007.3,W33
2332,W33
2324.2,W33
2056.7,W33
1996.7,W33
2753.3,W33
1870.3,W33
1633.5,W33
1629,W33
1714.2,W33
1524,W33
1526.4,W33
1444.1,W33
1604.4,W33
1431.7,W33
1400.8,W33
1407.8,W33
1649.5,W33
1912.1,W33
1542.9,W33
1691.7,W33
1724.2,W33
2042.8,W33
1841.7,W33
2133.7,W33
1854.7,W33
3113.4,W33
2388,W33
2241.6,W33
3247.1,W33
4024.2,W33
5175.6,W33
3561.2,W33
3185.9,W33
2521.3,W33
2337.4,W33
2051.5,W33
1892.4,W33
2007.3,W33
2103.7,W33
2012.2,W33
1876.4,W33
1810.9,W33
1730,W33
2298.3,W33
1837.6,W33
1667,W33
1589.7,W33
1802.3,W33
1616.2,W33
1528.9,W33
1531.1,W33
1639.5,W33
1995.5,W33
2129.8,W33
1745.4,W33
1887.9,W33
2026.3,W33
1734.7,W33
1548.6,W33
1522.7,W33
1562.3,W33
1474.7,W33
1383.1,W33
1359.4,W33
1466.6,W33
1299.4,W33
1338.6,W33
1364.4,W33
1388.1,W33
1659.2,W33
1350,W33
1475.5,W33
1364.4,W33
1671,W33
1516.6,W33
1832.9,W33
1755.7,W33
2746.8,W33
2063.1,W33
2178.9,W33
2441.3,W33
3719.6,W33
3570.6,W33
3402.9,W33
2466.6,W33
2556,W33
2509.3,W33
2022.4,W33
1729.7,W33
1547.6,W33
1659.4,W33
1534,W33
1437.9,W33
1420.2,W33
1419.3,W33
1680.8,W33
1404.8,W33
1639.3,W33
1619.9,W33
1581.4,W33
1484.4,W33
1451.2,W33
1498.8,W33
1469.3,W33
1980.2,W33
1976.9,W33
1741.2,W33
1597.3,W33
2043.1,W33
1858.8,W33
1531,W33
1363.7,W33
1469.9,W33
1481.3,W33
1393.4,W33
1377.5,W33
1364.6,W33
1236.5,W33
1280,W33
1217,W33
1278.5,W33
1726.9,W33
1417.1,W33
1501,W33
1452.3,W33
1787,W33
1496,W33
2034.7,W33
1908.6,W33
2932.3,W33
2509.6,W33
2192.2,W33
2825.2,W33
3823.5,W33
3647.4,W33
4164.1,W33
2570.4,W33
2686.1,W33
2489,W33
2351.5,W33
2134.8,W33
2072.4,W33
2019.8,W33
2529.4,W33
2324.1,W33
2031.3,W33
1904.5,W33
2393.8,W33
2082.5,W33
2318.6,W33
2019.7,W33
2102.4,W33
2037.7,W33
1966.6,W33
2061.3,W33
2144.7,W33
2527.1,W33
2490.8,W33
2511.9,W33
2064.5,W33
3005.1,W33
2559.1,W33
1925.7,W33
1822.6,W33
1923.6,W33
1919.7,W33
1813.4,W33
1746.5,W33
1846.9,W33
1946.2,W33
1765.5,W33
1839.5,W33
2150.5,W33
2467.6,W33
2348.5,W33
2219.5,W33
2224.7,W33
2587.3,W33
2523.7,W33
2279.5,W33
2488.4,W33
4146.5,W33
2953.4,W33
2549,W33
3134.1,W33
5126.1,W33
4399.1,W33
4569.7,W33
2881.3,W33
2701.1,W33
2548.1,W33
2569.4,W33
2230,W33
2316.6,W33
2183.5,W33
2276,W33
1993.1,W33
2280.2,W33
2338.4,W33
2554.7,W33
2219.7,W33
1833.3,W33
1795.2,W33
2144.4,W33
1871.4,W33
2070.2,W33
1894.6,W33
1794.1,W33
2367.1,W33
2432.3,W33
2045.6,W33
1957.7,W33
2424.4,W33
2537.4,W33
1899.7,W33
1589,W33
1831.2,W33
1844.3,W33
1675.6,W33
1741.2,W33
1807.4,W33
2005.6,W33
1739,W33
1672.1,W33
1655.4,W33
2036.9,W33
2125,W33
2166,W33
2183.8,W33
2340.2,W33
2445,W33
2346.1,W33
2546.2,W33
2373.9,W33
4128,W33
3245.7,W33
2731.4,W33
4902.4,W33
3992.8,W33
4611.8,W33
3106.7,W33
2845.8,W33
2638.1,W33
2643.1,W33
2410.7,W33
2999.8,W33
2739.9,W33
2659.4,W33
2264.8,W33
2194.5,W33
2000.2,W33
2171.9,W33
2777.1,W33
2398.7,W33
2252.3,W33
2129,W33
2014.6,W33
2017.9,W33
1957.6,W33
1897.5,W33
2402.4,W33
2592.1,W33
2578.4,W33
2172.8,W33
2570.8,W33
2773.8,W33
1941.1,W33
1779.6,W33
1886.7,W33
1888,W33
1719.1,W33
1706.4,W33
1750.5,W33
2103.1,W33
1817.7,W33
1652.6,W33
1660.5,W33
1881.6,W33
2056.3,W33
1729,W33
1840.6,W33
2027,W33
2197.7,W33
2080.4,W33
2272.5,W33
2318.2,W33
4267.4,W33
2859.7,W33
2768.9,W33
4086.8,W33
3577.3,W33
4518.1,W33
3050.2,W33
2610.4,W33
2890.6,W33
2881.2,W33
2188.1,W33
1962.4,W33
1904.4,W33
2080.1,W33
1923.7,W33
1966.7,W33
1793.4,W33
1971.8,W33
2377.4,W33
2019.7,W33
1769.8,W33
1695.3,W33
1836.6,W33
1682.5,W33
1741.6,W33
1782.5,W33
1929.1,W33
2352.1,W33
2266.5,W33
1924.1,W33
2028.3,W33
2393.8,W33
1876.9,W33
1666.9,W33
1578.9,W33
1839.3,W33
1603.2,W33
1601.1,W33
1555.5,W33
1684.5,W33
1651.8,W33
1600.4,W33
1609.4,W33
1616.1,W33
2076.2,W33
1693.5,W33
1850.6,W33
1680.1,W33
2046.8,W33
1953.4,W33
2145.1,W33
2326.2,W33
3527.2,W33
2506.7,W33
2237.1,W33
3100.2,W33
4032.3,W33
4947.9,W33
2896.8,W33
2599.7,W33
2547.4,W33
2396.5,W33
1895.5,W33
1968.7,W33
1919.4,W33
2467.8,W33
2126.4,W33
1982.7,W33
1944.5,W33
1986,W33
2282.6,W33
1748.5,W33
1662,W33
1667.2,W33
1817.9,W33
1628.4,W33
1613.1,W33
1714.6,W33
1882.8,W33
2331,W33
2351.2,W33
1944.7,W33
1969.1,W33
2398.3,W33
1933.2,W33
1625.2,W33
1591.4,W33
1768.8,W33
1549.1,W33
1554.1,W33
1537.4,W33
1765,W33
1536.2,W33
1489.4,W33
1369.4,W33
1430.8,W33
1920.2,W33
1755.5,W33
1705.8,W33
2019.8,W33
1973.6,W33
1644.3,W33
2228.4,W33
2335.1,W33
3426.6,W33
2714.5,W33
2707.1,W33
3191.2,W33
3972.6,W33
4113.4,W33
3072.7,W33
2347.8,W33
2333,W33
2371.6,W33
2186.6,W33
2225,W33
1996.3,W33
2208.5,W33
2071.8,W33
1990.5,W33
1849.6,W33
1756.6,W33
2189.1,W33
2076.1,W33
1950.7,W33
1799.9,W33
1804.1,W33
1730.1,W33
2201.6,W33
1893.6,W33
1867.3,W33
2409.8,W33
2418.7,W33
2111.7,W33
2308.5,W33
2834.6,W33
2201.9,W33
1652.2,W33
1597.3,W33
1793.6,W33
1605.6,W33
1533.9,W33
1605.4,W33
1760.1,W33
1628.5,W33
1604.1,W33
1471.7,W33
1554.8,W33
1988.6,W33
1579.9,W33
1862,W33
1870.8,W33
2071.7,W33
1707.2,W33
2599.7,W33
2346.7,W33
3624.9,W33
2619.6,W33
2213.2,W33
2894.1,W33
4636.9,W33
3466.4,W33
3910.6,W33
2690.6,W33
2695.1,W33
2479.7,W33
3245.4,W33
2771.1,W33
2492.1,W33
2216.2,W33
2316.5,W33
2121.7,W33
1986.2,W33
1887.5,W33
2670.9,W33
2155.9,W33
2126.8,W33
1958.2,W33
1932.2,W33
1711,W33
1778.9,W33
1771,W33
1711.3,W33
2233.3,W33
2655,W33
2229.5,W33
1928.1,W33
2600.2,W33
2729.2,W33
1752.1,W33
1642.9,W33
1750.5,W33
1689,W33
1637.5,W33
1839.2,W33
1718.8,W33
1630,W33
1618.1,W33
1518.3,W33
1635.1,W33
1470,W33
1831.2,W33
1860.7,W33
2952.6,W33
2076,W33
1926.5,W33
2127.6,W33
2526.5,W33
3130.5,W33
2901.6,W33
1965.4,W33
1930.4,W33
2322,W56
2186,W56
2019,W56
1782,W56
1662,W56
1470,W56
1303,W56
1203,W56
1149,W56
1015,W56
1004,W56
952,W56
965,W56
953,W56
969,W56
1005,W56
1085,W56
1161,W56
1237,W56
1325,W56
1403,W56
1494,W56
1601,W56
1682,W56
1754,W56
1821,W56
1911,W56
1999,W56
2096,W56
2179,W56
2248,W56
2335,W56
2396,W56
2485,W56
2557,W56
2632,W56
2716,W56
2791,W56
2854,W56
2912,W56
2962,W56
2992,W56
3061,W56
3071,W56
3080,W56
3096,W56
3086,W56
3034,W56
2957,W56
2914,W56
2765,W56
2696,W56
2632,W56
2450,W56
2339,W56
2283,W56
2124,W56
1998,W56
1824,W56
1628,W56
1604,W56
1488,W56
1347,W56
1333,W56
1362,W56
1332,W56
1293,W56
1288,W56
1325,W56
1362,W56
1405,W56
1416,W56
1526,W56
1605,W56
1698,W56
1774,W56
1863,W56
1950,W56
2014,W56
2125,W56
2189,W56
2239,W56
2289,W56
2320,W56
2371,W56
2403,W56
2456,W56
2503,W56
2582,W56
2655,W56
2727,W56
2795,W56
2836,W56
2905,W56
2955,W56
2987,W56
3000,W56
2918,W56
2846,W56
2788,W56
2719,W56
2652,W56
2477,W56
2349,W56
2192,W56
2063,W56
1872,W56
1775,W56
1618,W56
1409,W56
1191,W56
1112,W56
1061,W56
1017,W56
909,W56
844,W56
810,W56
757,W56
733,W56
697,W56
729,W56
819,W56
879,W56
945,W56
1000,W56
1081,W56
1161,W56
1251,W56
1338,W56
1423,W56
1507,W56
1593,W56
1684,W56
1770,W56
1844,W56
1921,W56
1996,W56
2083,W56
2146,W56
2232,W56
2326,W56
2406,W56
2490,W56
2568,W56
2659,W56
2697,W56
2755,W56
2788,W56
2816,W56
2802,W56
2721,W56
2659,W56
2559,W56
2490,W56
2439,W56
2310,W56
2180,W56
2176,W56
2065,W56
1805,W56
1658,W56
1496,W56
1428,W56
1277,W56
1214,W56
1139,W56
1086,W56
1039,W56
977,W56
977,W56
1004,W56
982,W56
977,W56
1008,W56
1063,W56
1133,W56
1191,W56
1263,W56
1353,W56
1443,W56
1535,W56
1627,W56
1694,W56
1785,W56
1869,W56
1921,W56
1976,W56
2024,W56
2102,W56
2169,W56
2232,W56
2312,W56
2402,W56
2484,W56
2549,W56
2628,W56
2711,W56
2792,W56
2858,W56
2889,W56
2886,W56
2903,W56
2847,W56
2746,W56
2717,W56
2649,W56
2509,W56
2371,W56
2271,W56
2140,W56
2111,W56
1957,W56
1823,W56
1724,W56
1643,W56
1554,W56
1477,W56
1434,W56
1388,W56
1239,W56
1156,W56
1138,W56
1206,W56
1218,W56
1269,W56
1326,W56
1396,W56
1490,W56
1575,W56
1658,W56
1753,W56
1832,W56
1932,W56
2010,W56
2075,W56
2143,W56
2231,W56
2306,W56
2366,W56
2428,W56
2499,W56
2568,W56
2634,W56
2685,W56
2721,W56
2795,W56
2850,W56
2896,W56
2943,W56
2999,W56
3072,W56
3121,W56
3185,W56
3213,W56
3163,W56
3144,W56
3145,W56
3172,W56
3125,W56
3038,W56
2870,W56
2707,W56
2472,W56
2265,W56
2173,W56
2099,W56
2017,W56
1976,W56
1888,W56
1763,W56
1689,W56
1542,W56
1446,W56
1403,W56
1407,W56
1447,W56
1452,W56
1457,W56
1495,W56
1571,W56
1651,W56
1726,W56
1796,W56
1885,W56
1941,W56
2020,W56
2106,W56
2169,W56
2228,W56
2308,W56
2348,W56
2373,W56
2414,W56
2461,W56
2508,W56
2575,W56
2638,W56
2718,W56
2794,W56
2871,W56
2933,W56
2989,W56
3038,W56
3058,W56
3068,W56
3088,W56
3105,W56
3090,W56
3103,W56
3035,W56
2962,W56
2843,W56
2663,W56
2523,W56
2418,W56
2310,W56
2109,W56
1856,W56
1647,W56
1504,W56
1377,W56
1318,W56
1288,W56
1259,W56
1192,W56
1156,W56
1153,W56
1156,W56
1123,W56
1144,W56
1182,W56
1242,W56
1283,W56
1333,W56
1382,W56
1455,W56
1532,W56
1591,W56
1657,W56
1717,W56
1812,W56
1875,W56
1921,W56
1978,W56
2036,W56
2080,W56
2127,W56
2171,W56
2205,W56
2274,W56
2338,W56
2412,W56
2486,W56
2547,W56
2574,W56
2644,W56
2713,W56
2748,W56
2744,W56
2654,W56
2506,W56
2434,W56
2287,W56
2140,W56
1973,W56
1765,W56
1611,W56
1525,W56
1452,W56
1333,W56
1238,W56
1151,W56
1075,W56
966,W56
894,W56
817,W56
799,W56
796,W56
738,W56
741,W56
810,W56
844,W56
947,W56
1054,W56
1157,W56
1267,W56
1354,W56
1457,W56
1560,W56
1664,W56
1768,W56
1867,W56
1974,W56
2075,W56
2152,W56
2220,W56
2295,W56
2341,W56
2426,W56
2500,W56
2576,W56
2673,W56
2764,W56
2857,W56
2925,W56
2998,W56
3068,W56
3100,W56
3132,W56
3152,W56
3187,W56
3220,W56
3250,W56
3254,W56
3238,W56
3195,W56
3115,W56
2989,W56
2790,W56
2648,W56
2522,W56
2410,W56
2332,W56
2160,W56
2036,W56
1962,W56
1819,W56
1728,W56
1636,W56
1561,W56
1500,W56
1491,W56
1506,W56
1575,W56
1606,W56
1645,W56
1707,W56
1775,W56
1847,W56
1954,W56
2042,W56
2123,W56
2218,W56
2286,W56
2353,W56
2422,W56
2486,W56
2534,W56
2567,W56
2620,W56
2657,W56
2716,W56
2781,W56
2855,W56
2924,W56
2990,W56
3038,W56
3080,W56
3128,W56
3161,W56
3172,W56
3145,W56
3097,W56
3096,W56
3047,W56
2956,W56
2794,W56
2635,W56
2540,W56
2417,W56
2331,W56
2195,W56
1976,W56
1729,W56
1521,W56
1371,W56
1168,W56
1014,W56
838,W56
736,W56
654,W56
660,W56
696,W56
688,W56
642,W56
702,W56
754,W56
836,W56
900,W56
990,W56
1085,W56
1199,W56
1324,W56
1438,W56
1565,W56
1662,W56
1809,W56
1904,W56
1981,W56
2062,W56
2138,W56
2222,W56
2299,W56
2352,W56
2419,W56
2518,W56
2619,W56
2719,W56
2820,W56
2904,W56
2981,W56
3066,W56
3121,W56
3155,W56
3187,W56
3155,W56
3154,W56
3095,W56
2984,W56
2850,W56
2699,W56
2619,W56
2567,W56
2414,W56
2258,W56
2063,W56
1827,W56
1603,W56
1431,W56
1267,W56
1171,W56
1143,W56
1097,W56
1032,W56
1014,W56
1034,W56
1049,W56
1077,W56
1155,W56
1227,W56
1303,W56
1388,W56
1477,W56
1564,W56
1666,W56
1760,W56
1845,W56
1938,W56
2047,W56
2155,W56
2227,W56
2297,W56
2380,W56
2452,W56
2530,W56
2614,W56
2695,W56
2775,W56
2874,W56
2942,W56
3011,W56
3092,W56
3159,W56
3223,W56
3249,W56
3293,W56
3327,W56
3321,W56
3304,W56
3299,W56
3211,W56
3150,W56
3027,W56
2849,W56
2698,W56
2610,W56
2500,W56
2270,W56
2083,W56
1906,W56
1808,W56
1720,W56
1613,W56
1474,W56
1379,W56
1290,W56
1239,W56
1249,W56
1293,W56
1343,W56
1416,W56
1455,W56
1509,W56
1599,W56
1692,W56
1778,W56
1883,W56
1956,W56
2036,W56
2133,W56
2199,W56
2291,W56
2344,W56
2383,W56
2420,W56
2463,W56
2515,W56
2575,W56
2633,W56
2669,W56
2758,W56
2832,W56
2885,W56
2929,W56
2987,W56
3062,W56
3139,W56
3168,W56
3229,W56
3282,W56
3274,W56
3225,W56
3166,W56
2964,W56
2802,W56
2640,W56
2641,W56
2621,W56
2575,W56
2494,W56
2406,W56
2368,W56
2266,W56
2143,W56
1972,W56
1887,W56
1832,W56
1809,W56
1705,W56
1695,W56
1714,W56
1771,W56
1851,W56
1904,W56
1989,W56
2080,W56
2163,W56
2243,W56
2320,W56
2397,W56
2476,W56
2542,W56
2615,W56
2704,W56
2763,W56
2756,W56
2775,W56
2763,W56
2800,W56
2857,W56
2905,W56
2976,W56
3084,W56
3177,W56
3254,W56
3327,W56
3389,W56
3442,W56
3461,W56
3452,W56
3445,W56
3450,W56
3449,W56
3417,W56
3406,W56
3238,W56
3167,W56
3121,W56
3074,W56
3025,W56
2936,W56
2757,W56
2571,W56
2347,W56
2088,W56
1865,W56
1733,W56
1631,W56
1516,W56
1533,W56
1511,W56
1569,W56
1592,W56
1546,W56
1564,W56
1651,W56
1747,W56
1842,W56
1946,W56
2053,W56
2163,W56
2255,W56
2344,W56
2443,W56
2521,W56
2627,W56
2692,W56
2763,W56
2840,W56
2882,W56
2903,W56
2926,W56
2969,W56
3005,W56
3069,W56
3132,W56
3206,W56
